date,open,high,low,close,volume
2026-04-16,266.554396,266.91408,261.029488,263.157532,43323100
2026-04-17,266.714253,272.049334,266.474483,269.981262,61436200
2026-04-20,270.081148,274.027524,270.041206,272.798645,36590200
2026-04-21,271.250099,272.54889,265.155708,265.925018,50209800
2026-04-22,267.573497,273.488031,266.62436,272.918579,43249200
2026-04-23,274.796818,275.516157,271.399954,273.178314,33399600
2026-04-24,272.508933,272.808645,269.40178,270.810486,38157100
2026-04-27,265.845058,268.112957,264.826008,267.363647,41466800
2026-04-28,272.08932,272.978515,268.412715,270.460815,40018900
2026-04-29,267.303712,270.79052,266.794202,269.921326,30047900
2026-04-30,270.251027,275.745964,267.893213,271.10025,91848200
2026-05-01,278.60329,286.95561,278.113751,279.882141,79915400
2026-05-04,279.402577,280.371685,274.606977,276.575165,46668400
2026-05-05,276.6751,284.308082,276.245503,283.918427,49311700
2026-05-06,281.66051,287.764872,280.811287,287.245361,58336100
2026-05-07,289.003717,291.8611,285.516939,287.175415,45224300
2026-05-08,289.743067,294.488695,289.733067,293.050018,52692800
2026-05-11,291.980011,293.880005,290.230011,292.679993,42247300
2026-05-12,292.559998,295.269989,292.559998,294.799988,45748100
2026-05-13,293.5,300.920013,293.5,298.869995,52684300
2026-05-14,299.820007,300.450012,295.380005,298.209991,35324900
2026-05-15,297.899994,303.200012,296.519989,300.230011,54862800
2026-05-18,300.23999,300.660004,294.910004,297.839996,34483000
2026-05-19,296.970001,300.51001,296.350006,298.970001,42243600
2026-05-20,298.179993,302.799988,298.079987,302.25,38229800
2026-05-21,301.059998,305.540009,300.399994,304.98999,42965100
2026-05-22,306.119995,311.399994,305.839996,308.820007,43670200
2026-05-26,309.559998,311.820007,307.670013,308.329987,48000500
2026-05-27,308.329987,313.26001,308.299988,310.850006,50430900
2026-05-28,310.679993,312.799988,309.570007,312.51001,48220400
2026-05-29,311.779999,315.0,309.529999,312.059998,70026800
2026-06-01,309.630005,310.940002,305.019989,306.309998,48849900
2026-06-02,307.459991,315.450012,306.690002,315.200012,44534700
2026-06-03,314.179993,316.940002,308.850006,310.26001,50836700
2026-06-04,313.230011,313.540009,309.649994,311.230011,44869100
2026-06-05,312.859985,315.170013,307.149994,307.339996,65310500
2026-06-08,308.73999,317.399994,301.170013,301.540009,77949100
2026-06-09,300.279999,300.75,287.779999,290.549988,70108800
2026-06-10,290.73999,294.75,287.380005,291.579987,52793300
2026-06-11,293.720001,297.0,289.589996,295.630005,42572500
2026-06-12,296.029999,297.140015,289.619995,291.130005,38742100
2026-06-15,294.119995,297.779999,291.700012,296.420013,45732600
2026-06-16,295.25,300.480011,293.970001,299.23999,39874400
2026-06-17,300.850006,302.070007,294.359985,295.950012,42745100
2026-06-18,298.109985,300.570007,295.619995,298.01001,85962200
2026-06-22,297.309998,302.420013,296.76001,297.01001,44879900
2026-06-23,297.540009,301.640015,294.179993,294.299988,52010900
2026-06-24,295.359985,299.700012,292.940002,293.079987,53081900
2026-06-25,287.399994,288.799988,273.75,275.149994,107013700
2026-06-26,275.0,285.950012,274.209991,283.779999,261775500
2026-06-29,286.730011,288.369995,279.850006,281.73999,66427000
2026-06-30,281.170013,289.940002,280.700012,289.359985,65100200
2026-07-01,293.440002,296.589996,289.200012,294.380005,50164200
2026-07-02,294.119995,309.420013,293.679993,308.630005,75352800
